sentence,label,data,regex
"where D is the given training data, and P (Y | Xq, D) is a distribution over graded relevance labels Y for the documents, Xq, to be ranked for the query q. M(r, y) is a retrieval performance measure such as DCG that can evaluate the quality of a ranking, r, for a set of documents given a particular labeling of the documents, y. (Xq) is simply a permutation of the documents and R(Xq) denotes the current ranking of the documents. For most retrieval performance measures, the inner max on the left-hand side of the difference is easily found by sorting from highest relevance to the lowest.",1,ad,True
"In order to estimate the label distribution P (Y | Xq, D) Long et al. [4] relied on training an ensemble of models to predict absolute graded relevance. We generalize ELO to work with any ranker by mapping the current ranking model to a distribution over graded labels. To do so, we introduce a calibration phase where a classification model is trained over the labels of the top k documents according to the ranker in the validation data.1 During active learning, the classification model is used to estimate the P (Y | xq, D) for each document xq  Xq. The quantity in Eq. 1 is then estimated through sampling of the labels from this distribution.",1,ad,True
3. EXPERIMENTS,0,,False
"Like most active learning evaluation settings, we start with some labeled data D that is randomly chosen, train the models on D, pick a number of queries to be labeled from the candidate set C, add those to D, and repeat this process for a number of iterations. The performance of the active learning strategy in augmenting D is judged at each iteration by evaluating the current induced rankers on held-out test data. We perform 20 iterations of labeling and based on the findings reported in [5] we label 15 documents per query (or the maximum available). We repeat this process five times, each time starting with a different set of labeled data and report averages. We report both DCG@10 and NDCG@10 (one can use DCG for selection but NDCG for evaluation and so forth).",1,ad,True
"We use the publicly available Yahoo! LETOR challenge dataset that has 3 splits: we treat the train split as the candidate data C, utilize the validation split for tuning the rankers' parameters and training the calibration models, and use the test split for evaluation. We experiment with two rankers: one that does not produce absolute graded relevance (SVMRank) and one that does (Additive Regression (AR)). SVMRank labels 750 query-document pairs per iteration where AR labels only 150. The difference is due to AR having a steeper learning curve.",1,Yahoo,True
We examine four query/document selection methods: (1) select queries and documents randomly (rndQ-rndD); (2) se-,0,,False
1We use the same validation data that is used for model parameter search ­ this ensures our method does not require any additional labeled data.,1,ad,True
1033,0,,False
DCG@10 NDCG@10,0,,False
Active Learning Experiments - DCG@10,0,,False
13.8,0,,False
Active Learning Experiments - NDCG@10,0,,False
0.72,0,,False
13.6,0,,False
0.71 13.4,0,,False
13.2 13.0 12.8 12.6 12.4 12.2,0,,False
0,0,,False
5,0,,False
10,0,,False
15,0,,False
Number of active training batches,0,,False
0.70,0,,False
svm-rndQ-rndD,0,,False
ar-rndQ-rndD,0,,False
0.69,0,,False
svm-rndQ-topD,0,,False
ar-rndQ-topD,0,,False
0.68,0,,False
svm-dcqELOq,0,,False
ar-dcqELOq,0,,False
0.67,0,,False
20,0,,False
svm-ndcgELOq,0,,False
0,0,,False
ar-ndcgELOq,0,,False
5,0,,False
10,0,,False
15,0,,False
20,0,,False
Number of active training batches,0,,False
Figure 1: Comparison of query-selection strategies.,0,,False
lect queries randomly and select the top documents according to the current ranker (rndQ-topD); (3) select queries according to ELO with DCG@10 as the selection measure and the top documents according to the current ranker (dcgELOq); (4) same as 3 but with NDCG@10 instead (ndcgELOq).,1,ad,True
4. RESULTS AND DISCUSSION,0,,False
"Figure 1 shows the results for SVMRank (solid) and AR (dashed) when the evaluation measure is DCG@10 (left) and NDCG@10 (right).2 Error bars are standard error about the mean over the five trials. As reported elsewhere [4], selecting the top documents performs as well or better than selecting documents randomly. Note that regardless of whether evaluating by DCG or NDCG, using NDCG for selection (ndcgELOq) leads to the worst performance. In contrast, using DCG for selection leads to the best performance across both rankers and both evaluation measures. Finally, we note that the differences between methods are less significant when evaluated by NDCG than DCG. This suggests that while the learners are more effective ­ finding more relevant results per query ­ they are contributing to the marginal relevance for each query according to NDCG. The perceived impact on user utility will likely depend on the scenario and the degree to which the task is recall-oriented.",1,ad,True
Rating Distribution - SVMRank,0,,False
60%,0,,False
50%,0,,False
40%,0,,False
Percentage,0,,False
30%,0,,False
20%,0,,False
10%,0,,False
0%,0,,False
0,0,,False
1,0,,False
2,0,,False
3,0,,False
4,0,,False
Ratings,0,,False
rndQ-rndD rndQ-topD dcgELOq ndcgELOq,0,,False
Figure 2: Rating distribution of selected queries.,0,,False
Figure 2 displays the rating distribution of the training data collected at the last step of active learning as a per-,0,,False
2SVMRank and AR are displayed together for space and to emphasize the similarity in trends. We are interested in comparisons within each and not across the two.,0,,False
"centage for the 15,000 labeled instances for SVMRank (the distribution trends for AR were nearly identical). Note that ndcgELOq selects far more irrelevant items than the other methods. This may seem surprising since NDCG selection is the same as DCG but normalized by the max estimate on the left-hand side of Eq. 1. However, for a poorly performing query with a single relevant document, NDCG's max will be 1 but current performance will be near zero. Thus, the selection method often selects queries with very few relevant documents. In contrast, dcgELOq not only obtains the largest percent of documents at the relevant side (labels 3,4) and fewest on the irrelevant side (label 0), it selects queries where a variety of relevance grades exist. This is consistent with the literature that biasing toward relevant documents is not sufficient in itself [1] ­ one also needs a variety of relevance grades present.",1,ad,True
5. SUMMARY,0,,False
"We presented a method that generalizes the applicability of ELO for query selection to any ranker. Our method also has the benefit of being less of a computational burden than training ensembles at each step prior to labeling. We also demonstrated that whether one cares about DCG or NDCG for performance, using DCG provides a more stable query selection method. This is because the nature of NDCG as a ratio pushes the selection toward queries that often have few relevant documents. In contrast, using DCG in the selection mechanism promotes queries that have more relevant documents, and the expected loss component ensures that there will be a variety of relevance grades ­ since current performance is far below the max. These insights may be useful in developing new query selection methods.",1,ad,True
6. REFERENCES,0,,False
"[1] J. Aslam, E. Kanoulas, V. Pavlu, S. Savev, and E. Yilmaz. Document selection methodologies for efficient and effective learning-to-rank. In SIGIR '09.",0,,False
"[2] B. Carterette, J. Allan, and R. Sitaraman. Minimal test collections for retrieval evaluation. In SIGIR '06.",0,,False
"[3] B. Carterette, V. Pavlu, E. Kanoulas, J. Aslam, and J. Allan. If i had a million queries. In ECIR '09.",1,ad,True
"[4] B. Long, O. Chapelle, Y. Zhang, Y. Chang, Z. Zheng, and B. Tseng. Active learning for ranking through expected loss optimization. In SIGIR '10.",0,,False
[5] E. Yilmaz and S. Robertson. Deep versus shallow judgments in learning to rank. In SIGIR '09.,0,,False
1034,0,,False
,0,,False
Clarity Re-Visited,0,,False
"Shay Hummel, Anna Shtok, Fiana Raiber, Oren Kurland",0,,False
"Faculty of Industrial Engineering and Management, Technion, Haifa 32000, Israel {hummels,annabel,fiana}@tx.technion.ac.il,",0,,False
kurland@ie.technion.ac.il,0,,False
David Carmel,0,,False
"IBM Research Lab, Haifa 31905, Israel carmel@il.ibm.com",0,,False
ABSTRACT,0,,False
"We present a novel interpretation of Clarity [5], a widely used query performance predictor. While Clarity is commonly described as a measure of the ""distance"" between the language model of the top-retrieved documents and that of the collection, we show that it actually quantifies an additional property of the result list, namely, its diversity. This analysis, along with empirical evaluation, helps to explain the low prediction quality of Clarity for large-scale Web collections.",1,ad,True
Categories and Subject Descriptors: H.3.3 [Information Search and Retrieval]: Retrieval models,0,,False
"General Terms: Algorithms, Experimentation",0,,False
"Keywords: query-performance prediction, Clarity",0,,False
1. INTRODUCTION,1,DUC,True
"Many query performance predictors were proposed over the years [2]. Clarity [5] is a well known, commonly used, state-of-the-art predictor that measures the ""coherence"" of the top-retrieved documents with respect to the collection. Specifically, the more distinguishable the language used in the retrieved documents from the general language used in the collection, the better the retrieval is assumed to be1. Clarity was shown to be highly effective for most TREC benchmarks [6]. However, low prediction quality is observed when using Clarity for large scale, noisy, Web corpora [1].",1,TREC,True
"We present a novel formal analysis of Clarity that sheds some light on its underlying components and the properties of the result list of top-retrieved documents that it quantifies. While Clarity is commonly described as a measure of the ""distance"" between a language model induced from the result list and that induced from the collection, we show that Clarity actually quantifies an additional property of the result list, namely, its diversity. Our empirical analysis shows that the diversity of the result list has a negative correlation with retrieval performance for older TREC benchmarks and a positive correlation for the new ClueWeb collection. These findings, along with the formal analysis, help to explain the poor prediction quality of Clarity over ClueWeb.",1,ad,True
"1There are are several variants of clarity, among which is a pre-retrieval method (SCS [7]) that considers only the query and the corpus and not the retrieved documents.",0,,False
"Copyright is held by the author/owner(s). SIGIR'12, August 12­16, 2012, Portland, Oregon, USA. ACM 978-1-4503-1472-5/12/08.",0,,False
"In addition, the novel interpretation we present suggests new integration approaches of Clarity's building blocks.",1,ad,True
2. INSIDE CLARITY,0,,False
"Let q and D denote a query and a corpus of documents, respectively. In what follows we use p(w|x) to denote the probability assigned to term w by a unigram (smoothed) language model induced from x.",0,,False
The query likelihood (QL) retrieval method scores doc-,0,,False
"ument d by log p(q|d) d,""ef log qiq p(qi|d), where qi is a term in q. Let Dq[k] denote the result list of the k highest ranked documents. The assumption behind Clarity is that the higher the divergence of a model of Dq[k] from that of the corpus, the higher the effectiveness of Dq[k] is, and thereby, the better the quality of the QL-based retrieval. The KL divergence between a relevance language model, R, induced from Dq[k], and a language model induced from D, is used to quantify this divergence. R is a weighted linear mixture of the models of documents in Dq[k] [5]. Accordingly, the Clarity of q is defined as:""",0,,False
"Clarity(q) d,ef KL p(·|R) p(·|D) ,",0,,False
p(w|R),0,,False
log,0,,False
p(w|R) p(w|D),0,,False
.,0,,False
w,0,,False
"As is the case for any two probability distributions, we can write the KL divergence as follows:",0,,False
"KL p(·|R) p(·|D) , CE p(·|R) p(·|D) -H (p(·|R)) ;",0,,False
"CE is the cross entropy between R and D,",0,,False
"CE p(·|R) p(·|D) d,ef - p(w|R) log p(w|D);",0,,False
w,0,,False
"H is the entropy of the relevance model,",0,,False
"H (p(·|R)) d,ef - p(w|R) log p(w|R).",0,,False
w,0,,False
"Under this decomposition, Clarity integrates two measures (building blocks). The first is the ""distance"" of R from the corpus, as measured by the cross entropy. The more distant R from D, the higher the cross entropy is. We use CDistance (for ""corpus distance"") to refer to the cross entropy between R and D.",0,,False
"The second measure used by Clarity is the entropy of R. High entropy means that R assigns relatively low weights (i.e., probabilities) to a large number of terms; thereby, Dq[k] is highly diverse. In contrast, low entropy means that only",0,,False
1039,0,,False
"a few terms are highly weighted, hence Dq[k] is more focused.",0,,False
setup that affects the estimation of the corpus language,0,,False
"We use LDiversity (for ""list diversity"") to refer to R's en-",0,,False
"model. Evidently, spam removal did not improve prediction",0,,False
tropy. Next we study the prediction quality of each of these,0,,False
quality over ClueWeb.,1,ClueWeb,True
building blocks and compare it with that of Clarity which,0,,False
"Second, LDiversity and retrieval performance have posi-",0,,False
amounts to their equal-weight linear interpolation:,0,,False
"tive correlation for ""ClueWebs"", yet negative correlation is",1,ClueWeb,True
"Clarity(q) , CDistance(q) - LDiversity(q). (1)",0,,False
"observed for ""SmallScales"". We presume that list coherence can attest to improved retrieval effectiveness, as is implied",0,,False
3. EXPERIMENTS,0,,False
"by the findings for ""SmallScales"", which are mainly composed of unambiguous (coherent) queries. On the other",0,,False
"We conducted experiments using the following TREC bench- hand, list diversity might correspond to improved retrieval",1,TREC,True
marks (disks and topics are indicated in the parentheses):,0,,False
"performance, as is implied by the findings for ""ClueWebs"",",1,ClueWeb,True
"TREC4 (disks 2-3; 201-250), TREC5 (disks 2,4; 251-300),",1,TREC,True
"for ambiguous queries, if it attests to coverage of various",0,,False
"WT10G (WT10G; 451-550), Robust (disks 4-5 - {CR}; 301-",1,WT,True
query aspects. It was found that for Clue09 topical diver-,1,Clue,True
"450, 601-700), GOV2 (GOV2; 701-850), and the ClueWeb",1,ClueWeb,True
sity and retrieval performance are strongly correlated [3].,0,,False
collection (category B). Two sets of topics were used for,0,,False
"Following the observations made above, we can explain",1,ad,True
ClueWeb: Clue09 (1-50) and Clue10 (51-100). We applied,1,ClueWeb,True
"the low effectiveness of Clarity for ""ClueWebs""; Clarity, as",1,ClueWeb,True
Porter stemming and stopword removal upon queries and,0,,False
"presented in Equation 1, is the subtraction of prediction",0,,False
documents using the Lemur/Indri toolkit.,0,,False
values assigned by two predictors which are both positively,0,,False
Previous work hypothesized that the low prediction qual-,0,,False
"correlated with retrieval effectiveness. Usually, two predic-",0,,False
ity of Clarity over Web collections is due to the large amount,0,,False
tors that are positively correlated with retrieval performance,0,,False
"of noise (e.g. spam) [6]. To address spam effects in ClueWeb,",1,ad,True
"are integrated by multiplication or summation [2]. Thus,",0,,False
we filtered out the spammiest documents from the result lists,0,,False
"the subtractive integration of CDistance and LDiversity,",0,,False
(those assigned a spam score below 50 by Waterloo's clas-,0,,False
"as implemented by Clarity, yields low quality prediction over",0,,False
