sentence,label,data,regex
"estimate the utility a document can provide. Carbonell and Goldstein [3] proposed the maximal marginal relevance criterion, which is a linear combination of the query-document relevance and the document novelty, to select the document. xQuAD [24] directly models di erent aspects of a query and estimates the utility as the relevance of the retrieved documents to each identi ed aspects. Hu et al. [13] proposed a utility function that explicitly leverages the hierarchical intents of queries and selects the documents that maximize diversity in the hierarchical structure. See also [2, 4, 7, 9­ 11, 22, 29]",0,,False
"Machine learning techniques have been applied to construct diverse ranking, also adopting the greedy sequential decision making as the basic framework. The key problem becomes how to automatically learn the utility function on the basis of training queries. Some researchers de ne the utility as a linear combination of the handcrafted relevance features and novelty features [23, 31, 34, 39]. The novelty term in the utility function can be modeled with the deep learning model of neural tensor networks [32]. Jiang et al. used recurrent neural networks and max-pooling to model subtopic information explicitly with the attention mechanism [14, 15]. Xia et al. [33] proposed to model the dynamics of the document utility with MDP and learning the model parameters with policy gradient. Other learning approaches please refer to [18, 21, 23, 34, 35, 37].",1,ad,True
2.2 Reinforcement learning for IR,0,,False
"The reinforcement learning has been widely used in variant IR applications. For example, in [20], a win-win search framework based on partially observed Markov decision process (POMDP) is proposed to model session search as a dual-agent stochastic game. In the model, the state of the search users are encoded as a four hidden decision making states. In [38], the log-based document re-ranking is modeled as a POMDP. [33] and [30] propose to model the process of constructing a document ranking with MDP, for the ranking tasks of search result diversi cation and relevance ranking, respectively. Muti-armed bandit, another type of reinforcement learning model, is also widely applied to rank learning. For example, [23] proposes two online learning bandit algorithms to learn a diverse ranking of documents based on users clicking behaviors. [37] formalizes the interactively optimizing of information retrieval systems as a dueling bandit problem and [16] proposes cascading bandits to identify K most attractive document for users. See also [12]",1,ad,True
"Reinforcement learning models are also used for building recommender systems. For example, [26] designs an MDP-based recommendation model for taking both the long-term e ects of each recommendation and the expected value of each recommendation into account. Lu and Yang [19] proposes POMDP-Rec, a neuraloptimized POMDP algorithm, for building a collaborative ltering recommender system.",0,,False
"In this paper, we also adopt the reinforcement learning model of MDP to formalize the diverse ranking process in search result diversi cation.",1,ad,True
3 MDP AND MCTS,0,,False
We employ Markov decision process and Monte Carlo tree search to model diverse ranking process.,0,,False
126,0,,False
Session 1D: Learning to Rank I,1,Session,True
"SIGIR'18, July 8-12, 2018, Ann Arbor, MI, USA",0,,False
3.1 Markov decision process,0,,False
MDP provides a mathematical framework for modeling the sequential decision making process with the agent-environment interface. The key components of an MDP include:,0,,False
"States S is a set of states. For instance, in this paper we de ne the state as a tuple consists of the query, the preceding document ranking, and the candidate documents.",0,,False
"Actions A is a discrete set of actions that an agent can take. The actions available may depend on the state s, denoted as A(s).",0,,False
"Policy p describes the behaviors of an agent, which is a probabilistic distribution over the possible actions. p is usually optimized to maximize the long term return.",0,,False
"Transition T is the state transition function st+1 ,"" T (st , at ) which speci es a function that maps a state st into a new state st+1 in response to the action selected at .""",0,,False
"Value: state value function V : S  R is a function that predicts the long term return of the whole episode, on the basis of the current state s under the policy p.",0,,False
"An MDP model is running as follows: the agent and environment interact at each of a sequence of discrete time steps, t ,"" 0, 1, 2, · · · . At each time step t the agent receives some representation of the environment's state, st  S, and on that basis selects an action at  A(st ). One time step later, in part as a consequence of its action, the agent nds itself in a new state st+1 "","" T (st , at ). Usually the goal of reinforcement learning is to achieve maximum long term return, that is, to maximize the value V (s0).""",0,,False
3.2 Monte Carlo tree search,0,,False
"The decisions made by an MDP (e.g., selecting the most con dent actions according to the policy) may get suboptimal results. Theoretically the system has to explore the whole space of decision sequences to get a global optimal result. However, this is usually not feasible. MCTS is a tool to conduct heuristic search inside the whole space, more likely to produce a better decision sequence than that of produced by the greedy decisions.",1,ad,True
"Given the time step t, the policy function p, and the state value function V , MCTS aims at searching a strengthened policy for making better decisions. The MCTS consists of four phases: selection, expansion, simulation, and back-propagation:",0,,False
"Selection: Starting at the root node R, MCTS recursively selects the optimal child nodes until a leaf node L is reached.",0,,False
Expansion: If L is not a terminal node (i.e. it does not end the episode) then create one or more child nodes for L (each corresponds a possible action) and select one child node C according to the predicted policy.,0,,False
"Simulation/Evaluation: MCTS runs a simulation from C until a result is achieved. In the AlphaGo Zero [28] the simulation is replaced with the value function for accelerating the tree search. That is, the result of simulation is estimated by the value function.",0,,False
Back-propagation: Update the statistics stored in the current move sequence with the simulation or estimated result.,0,,False
"The MCTS outputs a search policy  over the actions, which is utilized to choose the action at time step t. The iteration is continued until the whole episode is generated.",0,,False
Policy-Value network LSTM,0,,False
state '%,0,,False
"*($|'%) ""('%)",0,,False
raw policy !,0,,False
"value function """,0,,False
MCTS search policy #,0,,False
'%() Environment,0,,False
action $%~#,0,,False
Figure 1: The agent-environment interaction of M2Div.,0,,False
4 DIVERSE RANKING WITH POLICY-VALUE,0,,False
NETWORKS,0,,False
"In this section, we introduce the proposed M2Div model, which makes use of MDP and MCTS for modeling the diverse ranking process and for strengthening the policy for selecting documents at each of the MDP iteration, respectively. The agent-environment interaction of M2Div is illustrated in Figure 1. Each of the MDP time step corresponds to a ranking position. At time step t (t ,"" 0, 1, · · · ), the policy-value network receives the environment state st and makes use of an LSTM to produce the representation of the state st . After that, guided by the current policy function p and value function V , an MCTS search is executed. The output of MCTS is a strengthened new search policy  . The action at is then selected according to the strengthened policy  , which chooses a document from the candidate set and places it to the ranking position t + 1. Moving to the next time step t + 1, the system nds itself in a new state st+1 and the process is repeated until all of the documents are ranked.""",0,,False
4.1 MDP formulation of diverse ranking,0,,False
"Suppose we are given a query q, which is associated with a set of retrieved documents X ,"" {x1, · · · , xM }  X, where both the query q and the documents xi are represented with their preliminary representations, i.e., the vectors learned by the doc2vec model [17], and X is the set of all possible documents. The goal of diverse ranking is to construct a model that can rank the documents so that the top ranked documents cover a wide range of subtopics of a search query.""",0,,False
"The construction of a diverse ranking can be considered as a process of sequential decision making with an MDP in which each time step corresponds to a ranking position. The states, actions, transition function, value function, and policy function of the MDP are set as:",0,,False
"States S: We design the state at time step t as a triple st ,"" [q, Zt , Xt ], where q is the preliminary representation of the user issued query; Zt "", {x(n)}nt ,""1 is the sequence of t preceding documents, where x(n) is the document ranked at position n; Xt is the set of candidate documents. At the beginning (t "","" 0), the state is initialized as s0 "","" [q, , X ], where  is the empty sequence and X contains all of the M retrieved candidate documents.""",0,,False
127,0,,False
Session 1D: Learning to Rank I,1,Session,True
"SIGIR'18, July 8-12, 2018, Ann Arbor, MI, USA",0,,False
"Actions A: At each time step t, the A(st ) is the set of actions the agent can choose, each corresponds to a document from Xt . That is, the action at  A(st ) at the time step t selects a document xm(at )  Xt for the ranking position t + 1, where m(at ) is the index of the document selected by at .",0,,False
Transition T : The transition function T : S × A  S is de ned as follows:,0,,False
"st +1 ,"" T (st , at ) "","" T ([q, Zt , Xt ], at ) (1)""",0,,False
","" q, Zt  {xm(at )}, Xt \ {xm(at )} ,""",0,,False
"where  appends xm(at ) to Zt and \ removes xm(at ) from Xt . At each time step t, based on state st the system chooses an action at . Then, the system moves to time step t + 1 and the system transits to a new state st+1: rst, the query q is kept unchanged; second, the selected document is appended to the end of Zt , generating a new document sequence; nally, the selected document at step t is removed from the candidate set: Xt +1 ,"" Xt \ {xm(at )}. Thus, the number of actions the agent can choose at t + 1 is reduced by one.""",0,,False
"Value function V : The state value function V : S  R is a scalar evaluation, estimating the quality of the whole document ranking (an episode) based on the input state. The value function is learned so as to approximate a prede ned evaluation measure (e.g., -NDCG@M).",0,,False
"In this paper, we make use of the long short term memory (LSTM) to summarize the input state s as a real vector, and then de ne the value function as nonlinear transformation of the weighted sum of the LSTM outputs:",0,,False
"V (s) ,""  ( w, LSTM(s) + b ) ,""",0,,False
(2),0,,False
where w and b are the weight vector and the bias to be learned,0,,False
"during training, and  (x) ,",0,,False
1 1+e -x,0,,False
is the nonlinear sigmoid func-,0,,False
tion. The deep neural network model LSTM: S  RL maps a,0,,False
state to a real vector where L is the number of dimensions. Given,0,,False
"s ,"" [q, Z "","" {x1, x2, · · · , xt }, Xt ], where xk (k "","" 1, · · · , t) is the document ranked at k-th position and represented with its doc2vec""",0,,False
embedding. LSTM outputs a representation hk for position k as:,0,,False
"fk ,"" (Wf xk + Uf hk-1 + bf ), ik "","" (Wi xk + Ui hk-1 + bi ), ok "","" (Wo xk + Uo hk-1 + bo ), ck "",""fk  ck-1 + ik  tanh(Wc xk + Uc hk-1 + bc ), hk "",""ok  tanh(ck ),""",0,,False
where h and c are initialized with the query q:,0,,False
"[h0, c0] ,"" [ (Vh q),  (Vc q)],""",0,,False
"operator """" denotes the element-wise product and "" "" is applied to each of the entries; the variables fk , ik , ok , ck and hk denote the forget gate's activation vector, input gate's activation vector, output gate's activation vector, cell state vector, and output vector of the LSTM block, respectively. Wf , Wi , Wo, Uf , Ui , Uo, Vh, Vc , bf , bi , bo are weight matrices and bias vectors need to be learned during training. The output vector and cell state vector at the t-th cell are concatenated as the output of LSTM:",0,,False
"LSTM(s) ,",0,,False
"ht T , ct T",0,,False
T,0,,False
.,0,,False
(3),0,,False
"Policy function p: The policy p(s) de nes a function that takes the state as input and output a distribution over all of the possible actions a  A(s). Speci cally, each probability in the distribution is a normalized soft-max function whose input is the bilinear product of the LSTM de ned in Equation (3) and the selected document:",0,,False
"p(a|s) ,",0,,False
exp xTm(a)Up LSTM(s),0,,False
",",0,,False
a A(s) exp xTm(a )Up LSTM(s),0,,False
"where Up is the parameter in the bilinear product. Thus, the policy function p(s) is:",0,,False
"p(s) ,"" p(a1|s), · · · , p(a |A(s)| |s) .""",0,,False
(4),0,,False
4.2 Strengthening policy with MCTS,0,,False
Selecting documents greedily with the predicted raw policy p in,0,,False
Equation (4) may lead to suboptimal rankings because the policy,1,ad,True
only summarizes the historical information and has no idea on,0,,False
how the action at will in uent the future decisions. Let's use an example to show the limitation of greedy selection. Suppose that the,0,,False
"query q has 6 subtopics, and the 3 retrieved candidate documents d1, d2, and d3 cover the subtopics of {1, 2, 3, 6}, {1, 2, 5}, and {1, 2, 6}, respectively. The greedy selection with raw policy prefers d1 for the rst position, as it covers the most number of subtopics. Thus,",0,,False
the document ranking constructed with the greedy policy could be,0,,False
"[d1, d2, d3]",0,,False
and,0,,False
S-recall@2,0,,False
",",0,,False
5 6,0,,False
.,0,,False
"However,",0,,False
if,0,,False
the,0,,False
ranking,0,,False
algorithm,0,,False
"could explore (part of) the whole ranking space, it will found a",0,,False
"better document ranking in terms of S-recall@2: [d2, d3, d1] with S-recall@2 , 1. The example clearly indicate that greedy selection",0,,False
could lead to suboptimal rankings.,1,ad,True
"To alleviate the issue, following the practices in AlphaGo [27]",0,,False
"and AlphaGo Zero [28], we propose to conduct lookahead searches",1,ad,True
"in the ranking space with MCTS. Speci cally, at each ranking posi-",0,,False
"tion t, an MCTS search is executed, guided by the current policy",0,,False
"function p and value function V , and output a strengthened new",0,,False
search policy  . It is believed that the search policy  will select a,0,,False
much better action (document) for the ranking position than that,0,,False
of selected by the raw policy p in Equation (4). This is because the,0,,False
lookahead MCTS tries to explore the whole ranking space and can,1,ad,True
partially alleviate the suboptimal ranking problem.,0,,False
Figure 2 illustrates the MCTS process and Algorithm 1 shows,0,,False
the details. Each node of the tree corresponds to an MDP state. The,0,,False
"tree search algorithm takes a root node sR , number of search times K, value function V , policy function p, human labels , and the",0,,False
evaluation measure R as inputs. Note that and R are only used,0,,False
at the training time. The algorithm iterate K times and outputs,0,,False
a strengthened search policy  for selecting a document for root,0,,False
"node sR . Suppose that each edge e(s, a) (the edge from state s to the state T (s, a)) of the MCTS tree stores an action value Q(s, a), visit",0,,False
"count N (s, a), and prior probability P(s, a). The raw policy p(sR ) at the root state sR is strengthened with the following steps:",0,,False
Selection (line 3 to line 7 of Algorithm 1): Each of the K it-,0,,False
"erations starts from the root state sR and iteratively selects the documents that maximize an upper con dence bound. Speci cally,",0,,False
"at each time step t of each simulation, an action at is selected from",0,,False
128,0,,False
Session 1D: Learning to Rank I,1,Session,True
"SIGIR'18, July 8-12, 2018, Ann Arbor, MI, USA",0,,False
Selection,0,,False
Repeat K times,0,,False
Evaluation,0,,False
Expansion,0,,False
Back-propagation,0,,False
"!, # , & ' ,"" {)*, )+, ), ... }""",0,,False
"!, # , & ' ,"" {)*, )+, ), ... }""",0,,False
/+1,0,,False
2+3 max,0,,False
"!, # , {)*} ' ,"" {)+, ), ... }""",0,,False
"!, # , {)+} ' ,"" {)*, ),, ... }""",0,,False
"!, # , {)*} ' ,"" {)+, ), ... }""",0,,False
"/+1 !, #, '",0,,False
/+1 2+3,0,,False
/+1,0,,False
max,0,,False
"!, #, ' !, #, ' !, #, '",0,,False
"!, #, ' !, #, '",0,,False
"!, # , {)+} ' ,"" {)*, ),, ... } !, #, ' !, #, '""",0,,False
"4 , 5(7)",0,,False
"!, # , & ' ,"" {)*, )+, ), ... }""",0,,False
"!, # , & ' ,"" {)*, )+, ), ... }""",0,,False
4,0,,False
"2,",0,,False
2 :+4 :+>,0,,False
"!, # , {)*} ' ,"" {)+, ), ... }""",0,,False
"!, # , {)+} ' ,"" {)*, ),, ... }""",0,,False
"!, # , {)*} ' ,"" {)+, ), ... }""",0,,False
"!, # , {)+} ' ,"" {)*, ),, ... }""",0,,False
"!, #, ' !, #, ' !, #, ' !, #, ' !, #, '",0,,False
"2,9 :,9 ; , <(,>|7)",0,,False
"2,9 :,9 ; , <(,@|7)",0,,False
"!, #, ' !, #, '",0,,False
2 :+4,0,,False
"2, :+>",0,,False
4,0,,False
"!, #, ' !, #, '",0,,False
"!, #, '",0,,False
"!, #, ' !, #, '",0,,False
Figure 2: The MCTS process for calculating the strengthened search policy  .,0,,False
state st so as to maximize action value plus a bonus:,0,,False
at,0,,False
",",0,,False
arg,0,,False
max(Q,0,,False
a,0,,False
(st,0,,False
",",0,,False
a),0,,False
+,0,,False
U,0,,False
(st,0,,False
",",0,,False
"a)),",0,,False
(5),0,,False
"where   0 is the tradeo coe cient, and the bonus U (st , a) is de ned as",1,ad,True
"U (st , a) , p(a|st )",0,,False
"a A(st ) N (st , a ) ,",0,,False
"1 + N (st , a)",0,,False
"where p(a|st ) is the predicted probability by the policy function p(st ), A(st ) is the set of available actions (documents) at state st . U (st , a) is proportional to the prior probability but decays with repeated visits to encourage exploration.",0,,False
Evaluation and expansion (line 8 to line 19 of Algorithm 1):,0,,False
"When the traversal reaches a leaf node sL, the node is evaluated either with the value function V (sL) or with the prede ned performance measure if the node is the end of an episode and the",0,,False
"human labels are available. Speci cally, at the test phase or online",0,,False
"ranking phase, there is no human label information available. sL will be evaluated with the value function V (sL). At the training phase, if sL is not the end of the episode, V (sL) is used to conduct the evaluation. If sL is the last node of the episode (cannot be expanded), it is evaluated with the true performance measure (e.g.,",0,,False
-NDCG@M) at the position. Line 10 and line 18 of Algorithm 1,0,,False
shows the evaluation details. Please note that following the practice,0,,False
"in AlphaGo Zero program, we use the value function instead of",1,ad,True
rollouts for evaluating a node.,0,,False
"Then, the leaf node sL may be expanded (line 11 to line 16 of Algorithm 1). Each edge from the leaf position sL (corresponds to each action a  A(sL)) is initialized as: P(sL, a) ,"" p(a|sL) (Equation (4)), Q(sL, a) "","" 0, and N (sL, a) "", 0. In this paper all of the available actions of sL are expanded.",0,,False
Back-propagation and update (line 20 to line 28 of Algo-,0,,False
"rithm 1): At the end of evaluation, the action values and visit counts",0,,False
"of all traversed edges are updated. For each edge e(s, a), the prior",0,,False
"probability P(s, a) is kept unchanged, and Q(s, a) and N (s, a) are",0,,False
updated:,0,,False
"Q(s, a) ",0,,False
Q,0,,False
"(s,",0,,False
a,0,,False
")×N (s,a)+V N (s,a)+1",0,,False
(s,0,,False
L,0,,False
),0,,False
",",0,,False
(6),0,,False
"N (s, a)  N (s, a) + 1.",0,,False
"Calculate the strengthened search policy (line 29 to line 32 of Algorithm 1): After iterating K times, the strengthened search policy  for the root node sR can be calculated according to the visit counts N (sR , a) of the edges starting from sR :",0,,False
" (a|sR ) ,",0,,False
"N (sR , a)",0,,False
",",0,,False
"a A(sR ) N (sR , a )",0,,False
(7),0,,False
for all a  A(sR ).,0,,False
4.3 Training with reinforcement learning,0,,False
"The model has parameters  ,"" {Wf , Wi , Wo, Uf , Ui , Uo, Up , bf , bi , bo, Vh, Vc , w} to learn. In the training phase, suppose we are given N labeled training queries {(q(n), X (n), (n))}nN"",""1, where (n) denotes the human labels on the documents, in the form of a binary matrix. (n)(i, j) "", 1 if document xi(n) contains the j-th subtopic of q(n) and 0 otherwise.",0,,False
"Algorithm (2) shows the training procedure. First, the parameters  is initialized to random weights in [-1, 1]. At each subsequent iteration, for each query, a ranking of documents is generated with current parameter setting. At each ranking position t, an MCTS search is executed, using previous iteration of value function and policy function, and a document xm(at ) is selected according to the search probabilities t .",0,,False
"The ranking terminates when the candidate is empty or the ranking exceeds the maximum length de ned by the prede ned evaluation measure R. These sampled documents consist a permutation of documents  , which is then evaluated with the evaluation measure to give a ground-truth return:",0,,False
"r ,"" R( , ).""",0,,False
129,0,,False
Session 1D: Learning to Rank I,1,Session,True
"SIGIR'18, July 8-12, 2018, Ann Arbor, MI, USA",0,,False
Algorithm 1 TreeSearch,0,,False
"Input: root state sR , value function V , and policy function p, number of search times K, trade-o parameter , human labels ,",1,ad,True
and performance evaluation function R,0,,False
Output: Tree search probabilities ,0,,False
"1: for k , 0 to K - 1 do",0,,False
2: sL  sR 3: {Selection},0,,False
4: while sL is not a leaf node do,0,,False
5:,0,,False
"a  arg maxa A(sL) Q(sL, a) +  · U (sL, a){Equation (5),",0,,False
"using the P, Q, and N stored in the corresponding edges}",0,,False
6:,0,,False
"sL  child node pointed by edge (sL, a)",0,,False
7: end while,0,,False
8: {Evaluation and expansion},0,,False
9: if sL can be expanded then,0,,False
10:,0,,False
 V (sL) {simulate with value function V },0,,False
11:,0,,False
for all a  A(sL) do,0,,False
12:,0,,False
Expand a new edge e which connects to a new node,0,,False
"s ,"" [q, sL .Z  {xm(a)}, sL .X \ {xm(a)}]""",0,,False
13:,0,,False
e.P  p(a|sL) {initialize the prior probability},0,,False
14:,0,,False
e.Q  0,0,,False
15:,0,,False
e.N  0,0,,False
16:,0,,False
end for,0,,False
17: else,0,,False
18:,0,,False
"V (sL) R(sL .Z, )",0,,False
"R , NULL or otherwise",0,,False
",  {Case 1: predict",0,,False
"with V at test phase (R ,NULL or , ); Case 2: directly",0,,False
"set to the ground truth (e.g., -NDCG@M) at the training",0,,False
phase},0,,False
19: end if,0,,False
20: {Back-propagation},0,,False
21: while sL sR do,0,,False
22:,0,,False
s  parent of sL,0,,False
23:,0,,False
e  edge from s to sL,0,,False
24:,0,,False
e .Q,0,,False
e .Q ×e .N + e .N +1,0,,False
{Equation (6)},0,,False
25:,0,,False
e.N  e.N + 1,0,,False
26:,0,,False
sL  s,0,,False
27: end while,0,,False
28: end for,0,,False
29: {calculate tree search probabilities},0,,False
30: for all a  A(sR ) do,0,,False
31:,0,,False
 (a|sR ) ,0,,False
a,0,,False
"e (sR , a ). N A(sR ) e (sR, a",0,,False
).N,0,,False
"{e(s, a)",0,,False
is,0,,False
the,0,,False
edge,0,,False
from,0,,False
s,0,,False
to,0,,False
the state by taking action a},0,,False
32: end for,0,,False
33: return ,0,,False
"Here R can be any diverse ranking evaluation measure such as NDCG@M etc. The data generated at each time step E ,"" {(st , t )}Tt"",1 and the nal evaluation r are utilized as the ground-truth signals",0,,False
in training for adjusting the value function. The model parameters,1,ad,True
are adjusted to minimize the error between the predicted value,1,ad,True
"V (st ) and the evaluation of the ranking in terms of the chosen evaluation measure, and to maximize the similarity of the raw policy",0,,False
"p(st ) to the search policy t . Speci cally, the parameters  are adjusted by gradient descent on a loss function that sums over",1,ad,True
Algorithm 2 Train diverse ranking model,0,,False
"Input: Labeled training set D ,"" {(q(n), X (n), (n))}nN"",""1, learning rate , number of search steps K, MCTS trade-o parameter ,""",1,ad,True
and evaluation measure R,0,,False
Output: ,0,,False
"1: Initialize   random values in [-1, 1]",0,,False
2: repeat,0,,False
"3: for all (q, X , )  D do",0,,False
4:,0,,False
"s  [q, , X ]",0,,False
5:,0,,False
M  |X |,0,,False
6:,0,,False
"E , (){empty episode}",0,,False
7:,0,,False
"for t , 0 to M - 1 do",0,,False
8:,0,,False
"  TreeSearch(s, V , p, K, , , R) {Algorithm (1): tree",0,,False
"search using s as root, with current }",0,,False
9:,0,,False
"a , arg maxa A(s)  (a|s) {select the best document}",0,,False
10:,0,,False
 (t + 1)  m(a){document xm(a) is ranked at t + 1},0,,False
11:,0,,False
"E  E  {(s,  )}",0,,False
12:,0,,False
"s  [q, s.Z  {xm(a)}, s.X \ {xm(a)}]",0,,False
13:,0,,False
end for,0,,False
"14: r  R( , ){evaluating the generalized ranking}",0,,False
15:,0,,False
 -,0,,False
"(E,r ) ",0,,False
{Update,0,,False
parameters.,0,,False
is de ned in,0,,False
Equation (8)},0,,False
16: end for,0,,False
17: until converge,0,,False
18: return ,0,,False
"the mean-squared error and cross-entropy losses, respectively:",0,,False
|E |,0,,False
"(E, r ) ,",0,,False
"t ,1",0,,False
(V,0,,False
(st,0,,False
),0,,False
-,0,,False
